,Unnamed: 0,Title,Weekend Gross,Number of cinemas,Site average,Distributor,date
5,5,The Wolf of Wall Street,725047.0,404.0,1794.670792079208,Universal,23-02-2014
6,6,12 Years a Slave,557041.0,428.0,1301.497663551402,eOne Films,23-02-2014
7,7,Dallas Buyers Club,454319.0,371.0,1224.5795148247978,eOne Films,23-02-2014
8,8,Cuban Fury,422303.0,370.0,1141.3594594594597,StudioCanal,23-02-2014
9,9,Frozen,422129.0,399.0,1057.967418546366,Disney,23-02-2014
10,10,Gravity,364648.0,252.0,1447.015873015873,Warner Bros,23-02-2014
11,11,Endless Love,263907.0,345.0,764.9478260869565,Universal,23-02-2014
12,12,A New York Winter's Tale,257634.0,327.0,787.8715596330276,Warner Bros,23-02-2014
13,13,Her,215086.536098439,179.0,1201.600760326475,Entertainment,23-02-2014
14,14,Peter Grimes - English National Opera 2014,145097.0,278.0,521.931654676259,Altive Media,23-02-2014
0,0,Sonic The Hedgehog,4171244.0,634.0,6579.0,Paramount,23-02-2020
1,1,Dolittle,2032270.0,655.0,3103.0,Universal,23-02-2020
2,2,Parasite,1722236.0,565.0,3048.0,StudioCanal,23-02-2020
3,3,The Call Of The Wild,1465400.0,487.0,3009.0,Disney,23-02-2020
4,4,Emma,1156256.0,647.0,1787.0,Universal,23-02-2020
5,5,1917,1083286.0,586.0,1849.0,eOne Films,23-02-2020
6,6,Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn,772416.0,533.0,1449.0,Warner Bros,23-02-2020
7,7,Like A Boss,520059.0,467.0,1114.0,Paramount,23-02-2020
8,8,Brahms: The Boy II,506773.0,339.0,1495.0,Entertainment,23-02-2020
9,9,Bad Boys For Life,432194.0,349.0,1238.0,Sony Pictures,23-02-2020
10,10,Greed,369028.0,403.0,916.0,Sony Pictures,23-02-2020
11,11,Jumanji: The Next Level,324732.0,386.0,841.0,Sony Pictures,23-02-2020
12,12,Swan Lake - Bolshoi Ballet 2020 (Ballet),194536.0,177.0,1099.0,Trafalgar,23-02-2020
13,13,Frozen 2,163411.0,297.0,550.0,Disney,23-02-2020
14,14,"Paw Patrol: Ready, Race, Rescue",151223.0,370.0,409.0,Paramount,23-02-2020
0,0,Horton Hears a Who,2947089.0,501.0,5882.413173652694,20th Century Fox,23-03-2008
1,1,The Spiderwick Chronicles,2555791.0,481.0,5313.494802494803,Paramount,23-03-2008
2,2,Step Up 2,2358003.0,347.0,6795.397694524496,Universal,23-03-2008
3,3,Meet the Spartans,1140100.0,350.0,3257.428571428572,20th Century Fox,23-03-2008
4,4,"10,000B.C.",1033501.0,430.0,2403.4906976744187,Warner Bros.,23-03-2008
5,5,Vantage Point,741341.0,323.0,2295.173374613003,Sony Pictures,23-03-2008
6,6,The Game Plan,562026.0,368.0,1527.2445652173913,Disney,23-03-2008
7,7,The Other Boleyn Girl,483465.0,314.0,1539.6974522292994,Universal,23-03-2008
8,8,Race,365781.0,46.0,7951.760869565217,UTV Communications,23-03-2008
9,9,The Orphanage,329009.0,74.0,4446.067567567568,Optimum,23-03-2008
10,10,The Bank Job,279810.0,197.0,1420.3553299492385,Lions Gate,23-03-2008
11,11,In Bruges,225201.0,68.0,3311.779411764706,Universal,23-03-2008
12,12,There Will Be Blood,141804.0,113.0,1254.9026548672566,Disney,23-03-2008
13,13,Hannah Montana 3-D,113291.0,65.0,1742.9384615384615,Disney,23-03-2008
14,14,The Cottage,102878.0,213.0,482.9953051643192,Pathé,23-03-2008
0,0,The Grand Budapest Hotel,1267408.0,458.0,2767.266375545852,20th Century Fox,23-03-2014
1,1,Need for Speed,988255.0,477.0,2071.813417190776,eOne Films,23-03-2014
2,2,The Lego Movie,815020.0,517.0,1576.441005802708,Warner Bros,23-03-2014
3,3,300: Rise of an Empire,785538.0,419.0,1874.7923627684963,Warner Bros,23-03-2014
4,4,Non-Stop,697128.0,421.0,1655.8859857482184,StudioCanal,23-03-2014
5,5,Starred Up,495181.0,316.0,1567.0284810126582,20th Century Fox,23-03-2014
6,6,A Long Way Down,361901.0,363.0,996.9724517906336,Lionsgate,23-03-2014
7,7,Labor Day,278726.0,319.0,873.7492163009405,Paramount,23-03-2014
8,8,Ride Along,211644.0,267.0,792.6741573033707,Universal,23-03-2014
9,9,Mr Peabody and Sherman,198623.0,398.0,499.0527638190955,20th Century Fox,23-03-2014
10,10,Under the Skin,196769.0,75.0,2623.5866666666666,StudioCanal,23-03-2014
11,11,About Last Night,173376.0,209.0,829.5502392344498,Sony Pictures,23-03-2014
12,12,Escape from Planet Earth,160505.0,370.0,433.7972972972973,Entertainment,23-03-2014
13,13,Tinker Bell and The Pirate Fairy,144077.0,364.0,395.8159340659341,Disney,23-03-2014
14,14,The Book Thief,136547.0,311.0,439.0578778135048,20th Century Fox,23-03-2014
0,0,Fast & Furious 8,3593732.82012597,578.0,6217.53083067,Universal,23-04-2017
1,1,The Boss Baby,2062992.0,604.0,3415.54966887,20th Century Fox,23-04-2017
2,2,Beauty and the Beast,1312335.0,591.0,2220.53299492,Disney,23-04-2017
3,3,Their Finest,850328.0,458.0,1856.61135371,Lionsgate,23-04-2017
4,4,Smurfs: The Lost Village,327576.0,487.0,672.64065708,Sony Pictures,23-04-2017
5,5,Eugene Onegin - Met Opera 2017 (Opera),274597.721109479,181.0,1517.11448127,Met Opera,23-04-2017
6,6,Unforgettable,270610.2336348,363.0,745.48273729,Warner Bros,23-04-2017
7,7,Going in Style,263856.0,388.0,680.04123711,Warner Bros,23-04-2017
8,8,Get Out,263597.783448612,283.0,931.44093091,Universal,23-04-2017
9,9,Peppa Pig: My First Cinema Experience,209050.0,510.0,409.90196078,eOne Films,23-04-2017
10,10,Moulin Rouge! (Secret Cinema 2017),202092.0,1.0,202092.0,20th Century Fox,23-04-2017
11,11,Ghost in the Shell,142239.0,238.0,597.64285714,Paramount,23-04-2017
12,12,The Sense of an Ending,138943.0,171.0,812.53216374,StudioCanal,23-04-2017
13,13,The Handmaiden,138182.0,91.0,1518.48351648,Curzon/Artificial Eye,23-04-2017
14,14,The Belko Experiment,129941.891290056,132.0,984.40826735,Vertigo,23-04-2017
0,0,Streetdance,2493948.0,412.0,6053.271844660194,Vertigo,23-05-2010
1,1,Prince of Persia,1371066.0,468.0,2929.628205128205,Disney,23-05-2010
2,2,Robin Hood,1362385.0,536.0,2541.7630597014927,Universal,23-05-2010
3,3,Iron Man 2,523266.0,427.0,1225.4473067915692,Paramount,23-05-2010
4,4,Kites,273958.0,70.0,3913.6857142857134,Reliance Media,23-05-2010
5,5,Four Lions,195812.0,204.0,959.8627450980392,Optimum,23-05-2010
6,6,Nightmare on Elm Street,194603.0,306.0,635.9575163398692,Warner Bros,23-05-2010
7,7,Hot Tub Time Machine,192635.0,290.0,664.2586206896551,20th Century Fox,23-05-2010
8,8,Bad Lieutenant,178953.0,129.0,1387.2325581395348,Lionsgate,23-05-2010
9,9,The Back-Up Plan,158482.0,256.0,619.0703125,Sony Pictures,23-05-2010
10,10,Furry Vengeance,154021.0,414.0,372.0314009661836,E1 Films,23-05-2010
11,11,Cop Out,64935.0,127.0,511.2992125984252,Warner Bros,23-05-2010
12,12,How to Train your dragon,64470.0,283.0,227.809187279152,Paramount,23-05-2010
13,13,The Last Song,39315.0,176.0,223.3806818181818,Disney,23-05-2010
14,14,The Ghost,24098.0,56.0,430.32142857142856,Optimum,23-05-2010
0,0,Peter Rabbit 2,4605673.0,496.0,9286.0,Sony Pictures,23-05-2021
1,1,Nomadland,874785.0,430.0,2034.0,Disney,23-05-2021
2,2,Godzilla Vs. Kong,783879.0,432.0,1815.0,Warner Bros,23-05-2021
3,3,Spiral: From The Book Of Saw,779107.0,330.0,2361.0,Lionsgate,23-05-2021
4,4,The Unholy,405391.0,314.0,1291.0,Sony Pictures,23-05-2021
5,5,Mortal Kombat,319313.0,340.0,939.0,Warner Bros,23-05-2021
6,6,Those Who Wish Me Dead,302653.0,283.0,1069.0,Warner Bros,23-05-2021
7,7,Raya And The Last Dragon,235994.0,338.0,698.0,Disney,23-05-2021
8,8,Tom & Jerry The Movie,235805.0,371.0,636.0,Warner Bros,23-05-2021
9,9,Ammonite,130324.0,54.0,2413.0,Lionsgate,23-05-2021
10,10,Judas And The Black Messiah,127469.0,289.0,441.0,Warner Bros,23-05-2021
11,11,Sound Of Metal,84570.0,205.0,413.0,Vertigo,23-05-2021
12,12,Radhe: The Most Wanted Bhai,64411.0,64.0,1006.0,Zee Studios,23-05-2021
13,13,Minari,56124.0,122.0,460.0,Altitude,23-05-2021
14,14,Maya The Bee 3: The Golden Orb,45556.0,262.0,174.0,Kaleidoscope,23-05-2021
0,0,Man of Steel,5073356.0,575.0,8823.227826086957,Warner Brothers,23-06-2013
1,1,World War Z,4535899.0,488.0,9294.875,Paramount,23-06-2013
2,2,After Earth,432881.0,384.0,1127.2942708333333,Sony,23-06-2013
3,3,Behind the Candelabra,367888.0,272.0,1352.529411764706,eOne Films,23-06-2013
4,4,The Hangover Part III,316888.0,312.0,1015.6666666666666,Warner Bros,23-06-2013
5,5,Snitch,268229.0,305.0,879.4393442622951,eOne Films,23-06-2013
6,6,Epic,251038.0,452.0,555.3938053097345,20th Century Fox,23-06-2013
7,7,Before Midnight,244231.0,106.0,2304.066037735849,Sony,23-06-2013
8,8,Fast & Furious 6,160851.0,225.0,714.8933333333333,Universal,23-06-2013
9,9,The Great Gatsby,158927.0,209.0,760.4162679425838,Warner Brothers,23-06-2013
10,10,A Haunted House,153805.0,226.0,680.5530973451328,Vertigo,23-06-2013
11,11,Star Trek Into Darkness,104550.0,178.0,587.3595505617977,Paramount,23-06-2013
12,12,Raanjhanaa,71708.0,43.0,1667.6279069767445,Eros,23-06-2013
13,13,The Purge,70650.0,127.0,556.2992125984252,Universal,23-06-2013
14,14,Spike Island,55961.0,99.0,565.2626262626262,Vertigo,23-06-2013
0,0,Toy Story 4,13300000.0,688.0,19331.39534884,Disney,23-06-2019
1,1,Aladdin,1201337.0,621.0,1934.52012882,Disney,23-06-2019
2,2,Men In Black International,1005221.0,602.0,1669.80232558,Sony Pictures,23-06-2019
3,3,Rocketman,783785.0,620.0,1264.16935484,Paramount,23-06-2019
4,4,BrightBurn,509030.0,451.0,1128.66962306,Sony Pictures,23-06-2019
5,5,The Secret Life of Pets 2,480072.0,549.0,874.44808743,Universal,23-06-2019
6,6,Casino Royale (Secret Cinema 2019),352558.0,1.0,352558.0,Independent,23-06-2019
7,7,X-Men: Dark Phoenix,333279.0,427.0,780.51288056,20th Century Fox,23-06-2019
8,8,Child's Play,247572.980171615,305.0,811.71468909,Vertigo,23-06-2019
9,9,John Wick: Chapter 3 - Parabellum,165866.0,185.0,896.57297297,Lionsgate,23-06-2019
10,10,Godzilla: King Of The Monsters,150693.0,283.0,532.48409894,Warner Bros,23-06-2019
11,11,Diego Maradona,130406.0,195.0,668.74871795,Altitude,23-06-2019
12,12,Kabir Singh,83441.5293621699,39.0,2139.5263939,Cinestaan AA Distributors,23-06-2019
13,13,Avengers: Endgame,78791.0,148.0,532.37162162,Disney,23-06-2019
14,14,Shadaa,70290.810000008,14.0,5020.77214286,B4U Movies,23-06-2019
0,0,Dunkirk,10023720.0,638.0,15711.15987461,Warner Bros,23-07-2017
1,1,Despicable Me 3,3082983.0,645.0,4779.81860465,Universal,23-07-2017
2,2,War for the Planet of the Apes,2714119.0,612.0,4434.83496732,20th Century Fox,23-07-2017
3,3,Spider-Man: Homecoming,2183542.0,565.0,3864.67610619,Sony Pictures,23-07-2017
4,4,Cars 3,1636488.0,581.0,2816.6746988,Disney,23-07-2017
5,5,Andre Rieu's 2017 Maastricht Concert (Concert),1439604.0,546.0,2636.63736264,Piece of Magic,23-07-2017
6,6,Baby Driver,686111.0,472.0,1453.625,Sony Pictures,23-07-2017
7,7,The Beguiled,140861.0,216.0,652.13425926,Universal,23-07-2017
8,8,The Black Prince,81451.0,34.0,2395.61764706,Urban Vibez,23-07-2017
9,9,Wonder Woman,77375.0,104.0,743.99038462,Warner Bros,23-07-2017
10,10,The Boss Baby,60933.0,248.0,245.69758065,20th Century Fox,23-07-2017
11,11,Transformers: The Last Knight,50694.0,117.0,433.28205128,Paramount,23-07-2017
12,12,All Eyez on Me,45977.0,98.0,469.15306122,Lionsgate,23-07-2017
13,13,Smurfs: The Lost Village,45713.0,206.0,221.90776699,Sony Pictures,23-07-2017
14,14,Munna Michael,43036.0719846831,53.0,812.0013582,Eros,23-07-2017
0,0,Inglourious Basterds,3596415.0,444.0,8100.033783783784,Universal,23-08-2009
1,1,The Time Traveller's Wife,915751.0,431.0,2124.7122969837587,Entertainment,23-08-2009
2,2,G-Force,654909.0,459.0,1426.8169934640523,Disney,23-08-2009
3,3,Aliens in the Attic,642522.0,457.0,1405.9562363238513,20th Century Fox,23-08-2009
4,4,Harry Potter and the Half-Blood Prince,598335.0,404.0,1481.0272277227723,Warner Bros,23-08-2009
5,5,Dance Flick,462825.0,322.0,1437.3447204968943,Paramount,23-08-2009
6,6,G.I. Joe,455536.0,401.0,1136.0,Paramount,23-08-2009
7,7,The Ugly Truth ,451023.0,374.0,1205.9438502673795,Sony Pictures,23-08-2009
8,8,Ice Age III,336300.0,398.0,844.9748743718593,20th Century Fox,23-08-2009
9,9,The Proposal,270691.0,302.0,896.3278145695364,Disney,23-08-2009
10,10,Orphan,231312.0,252.0,917.904761904762,Optimum,23-08-2009
11,11,Bandslam,172895.0,382.0,452.6047120418848,E1 Films,23-08-2009
12,12,Shorts,171876.0,342.0,502.561403508772,Warner Bros,23-08-2009
13,13,The Taking of Pelham 1 2 3,157444.0,230.0,684.5391304347826,Sony Pictures,23-08-2009
14,14,A Perfect Getaway,141421.0,216.0,654.7268518518518,Momentum,23-08-2009
0,0,Paper Towns,2072789.0,472.0,4391.502118644068,20th Century Fox,23-08-2015
1,1,Inside Out,1379702.0,597.0,2311.0586264656617,Disney,23-08-2015
2,2,Sinister 2,1069261.0,396.0,2700.15404040404,eOne Films,23-08-2015
3,3,Mission: Impossible Rogue Nation,1042827.0,475.0,2195.4252631578947,Paramount,23-08-2015
4,4,The Man From U.N.C.L.E.,917934.0,518.0,1772.0733590733591,Warner Bros,23-08-2015
5,5,Pixels,820456.0,515.0,1593.1184466019415,Sony Pictures,23-08-2015
6,6,Vacation,608748.0,432.0,1409.138888888889,Warner Bros,23-08-2015
7,7,The Bad Education Movie,594861.0,414.0,1436.8623188405795,Entertainment,23-08-2015
8,8,Trainwreck,492567.0,456.0,1080.1907894736842,Universal,23-08-2015
9,9,Minions,390409.0,497.0,785.5311871227365,Universal,23-08-2015
10,10,Southpaw,374758.0,291.0,1287.8281786941582,Entertainment,23-08-2015
11,11,The Empire Strikes Back (Secret Cinema 2015),278575.0,1.0,278575.0,20th Century Fox,23-08-2015
12,12,Fantastic Four,249205.0,403.0,618.3746898263028,20th Century Fox,23-08-2015
13,13,Absolutely Anything,185949.0,291.0,639.0,Lionsgate,23-08-2015
14,14,Ant-Man,141121.0,221.0,638.5565610859728,Disney,23-08-2015
0,0,Unhinged,178821.0,380.0,471.0,Altitude,23-08-2020
1,1,Onward,142108.0,369.0,385.0,Disney,23-08-2020
2,2,Inception: 10th Anniversary,117415.0,441.0,266.0,Warner Bros,23-08-2020
3,3,100% Wolf,105518.0,380.0,278.0,Vertigo,23-08-2020
4,4,Pinocchio,99277.0,456.0,218.0,Vertigo,23-08-2020
5,5,Trolls World Tour,71385.0,233.0,306.0,Universal,23-08-2020
6,6,Jurassic Park (Re: 2020),67626.0,239.0,283.0,Universal,23-08-2020
7,7,Dreambuilders,33261.0,199.0,167.0,Signature Entertainment,23-08-2020
8,8,The Karate Kid (Re: 2020),32117.0,305.0,105.0,Sony Pictures,23-08-2020
9,9,Babyteeth,32005.0,153.0,209.0,Picture House Entertainment,23-08-2020
10,10,Star Wars: Episode V - Empire Strikes Back (Re: 1997),28199.0,177.0,159.0,20th Century Fox,23-08-2020
11,11,Dirty Dancing (30th Anniversary),22592.0,172.0,131.0,Lionsgate,23-08-2020
12,12,The Invisible Man,22073.0,93.0,237.0,Universal,23-08-2020
13,13,American Pickle,21010.0,150.0,140.0,Warner Bros,23-08-2020
14,14,Sonic The Hedgehog,18651.0,142.0,131.0,Paramount,23-08-2020
0,0,"Run, Fat Boy, Run",1206177.0,401.0,3007.922693266833,Entertainment,23-09-2007
1,1,Atonement,1162880.0,424.0,2742.6415094339623,Universal,23-09-2007
2,2,I Now Pronounce You Chuck and Larry ,1090831.0,408.0,2673.6053921568628,Universal,23-09-2007
3,3,Superbad,1063640.0,402.0,2645.870646766169,Sony Pictures,23-09-2007
4,4,The Bourne Ultimatum,562099.0,318.0,1767.6069182389938,Universal,23-09-2007
5,5,Death Proof,407525.0,286.0,1424.9125874125873,Momentum,23-09-2007
6,6,Disturbia,338232.0,373.0,906.7882037533512,Paramount,23-09-2007
7,7,Knocked Up,256990.0,259.0,992.2393822393824,Universal,23-09-2007
8,8,3:10 To Yuma,207684.0,281.0,739.0889679715302,Lions Gate,23-09-2007
9,9,Shoot 'Em Up,172744.0,274.0,630.4525547445255,Entertainment,23-09-2007
10,10,A Mighty Heart,153028.0,158.0,968.5316455696204,Paramount,23-09-2007
11,11,The Simpsons,135506.0,349.0,388.269340974212,20th Century Fox,23-09-2007
12,12,1408,108909.0,155.0,702.6387096774193,Paramount,23-09-2007
13,13,Surf's Up,94038.0,280.0,335.85,Sony,23-09-2007
14,14,Bratz: The Movie,79690.0,295.0,270.135593220339,Momentum,23-09-2007
0,0,ParaNorman,1219194.0,484.0,2518.995867768595,Universal,23-09-2012
1,1,Killing Them Softly,955506.0,375.0,2548.016,Entertainment,23-09-2012
2,2,The House at the End of the Street,796041.0,370.0,2151.4621621621623,Momentum,23-09-2012
3,3,The Sweeney,727742.0,416.0,1749.3798076923076,eOne Films,23-09-2012
4,4,Hope Springs,625201.0,439.0,1424.1480637813213,Momentum,23-09-2012
5,5,Anna Karenina,509196.0,407.0,1251.095823095823,Universal,23-09-2012
6,6,Brave,468182.0,494.0,947.7368421052632,Disney,23-09-2012
7,7,Lawless,413652.0,344.0,1202.4767441860463,Momentum,23-09-2012
8,8,Dredd,382359.0,322.0,1187.4503105590063,Entertainment,23-09-2012
9,9,Savages,379898.0,379.0,1002.3693931398416,Universal,23-09-2012
10,10,Now is Good,317451.0,305.0,1040.822950819672,Warner Bros,23-09-2012
11,11,Total Recall,209034.0,240.0,870.975,Sony Pictures,23-09-2012
12,12,Heroine,152819.0,51.0,2996.450980392157,UTV,23-09-2012
13,13,Barfi!,129633.0,54.0,2400.6111111111118,UTV,23-09-2012
14,14,The Possession,118886.0,185.0,642.627027027027,Lions Gate,23-09-2012
0,0,The House with a Clock in its Walls,3370591.0,541.0,6230.29759704,eOne Films,23-09-2018
1,1,A Simple Favour,1621900.0,480.0,3378.95833333,Lionsgate,23-09-2018
2,2,Crazy Rich Asians,1142208.0,542.0,2107.39483395,Warner Bros,23-09-2018
3,3,King of Thieves,1121883.0,526.0,2132.85741445,StudioCanal,23-09-2018
4,4,The Nun,1021628.0,490.0,2084.95510204,Warner Bros,23-09-2018
5,5,Mile 22,795888.0,376.0,2116.72340426,STX Entertainment,23-09-2018
6,6,The Predator,677078.0,532.0,1272.70300752,20th Century Fox,23-09-2018
7,7,Disney's Christopher Robin,486411.0,535.0,909.17943925,Disney,23-09-2018
8,8,Incredibles 2,348660.0,460.0,757.95652174,Disney,23-09-2018
9,9,Mamma Mia: Here we Go Again!,326986.80919389,465.0,703.19743913,Universal,23-09-2018
10,10,The Little Stranger,300089.0,296.0,1013.81418919,20th Century Fox,23-09-2018
11,11,Hotel Transylvania 3: A Monster Vacation,256960.0,430.0,597.58139535,Sony Pictures,23-09-2018
12,12,BlacKkKlansman,241540.0,245.0,985.87755102,Universal,23-09-2018
13,13,Black 47 (Ireland),159028.0,96.0,1656.54166667,Wildcard,23-09-2018
14,14,The Intent 2: The Come Up,149391.790000006,80.0,1867.397375,Vertigo,23-09-2018
0,0,Paranormal Activity 3,3405036.0,390.0,8730.861538461539,Paramount,23-10-2011
1,1,Johnny English Reborn,2052062.0,552.0,3717.503623188406,Universal,23-10-2011
2,2,Contagion,1463638.0,398.0,3677.4824120603016,Warner Bros,23-10-2011
3,3,The Lion King 3D,1356217.0,452.0,3000.4800884955757,Disney,23-10-2011
4,4,Real Steel,842597.0,391.0,2154.979539641944,Disney,23-10-2011
5,5,The Three Musketeers,585506.0,482.0,1214.7427385892115,eOne Films,23-10-2011
6,6,We Need to Talk About Kevin,492297.0,111.0,4435.108108108108,Paramount,23-10-2011
7,7,"Tinker, Tailor, Soldier, Spy",394605.0,293.0,1346.7747440273038,Studio Canal,23-10-2011
8,8,Dolphin Tale,364921.0,448.0,814.5558035714286,Warner Bros,23-10-2011
9,9,Footloose,270794.0,381.0,710.7454068241469,Paramount,23-10-2011
10,10,Midnight in Paris,265099.0,102.0,2599.0098039215686,Warner Bros,23-10-2011
11,11,Monte Carlo,237469.0,330.0,719.6030303030303,20th Century Fox,23-10-2011
12,12,Drive,117758.0,83.0,1418.7710843373493,Icon,23-10-2011
13,13,The Smurfs,90161.0,322.0,280.0031055900621,Sony Pictures,23-10-2011
14,14,"Crazy, Stupid, Love",74491.0,68.0,1095.4558823529412,Warner Bros,23-10-2011
0,0,Trolls,5440878.0,608.0,8948.8125,20th Century Fox,23-10-2016
1,1,Jack Reacher: Never Go Back,2688561.0,519.0,5180.271676300578,Paramount,23-10-2016
2,2,The Girl on the Train,1996858.0,611.0,3268.1800327332244,eOne Films,23-10-2016
3,3,Inferno,1297969.85387695,560.0,2317.803310494553,Sony Pictures,23-10-2016
4,4,Bridget Jones's Baby,1123971.0,514.0,2186.7140077821014,Universal,23-10-2016
5,5,Ouija: Origin of Evil,779626.0,408.0,1910.8480392156864,Universal,23-10-2016
6,6,Miss Peregrine’s Home for Peculiar Children,736177.0,517.0,1423.9400386847194,20th Century Fox,23-10-2016
7,7,Storks,668760.0,555.0,1204.972972972973,Warner Bros,23-10-2016
8,8,"I, Daniel Blake",444800.0,94.0,4731.914893617021,eOne Films,23-10-2016
9,9,Keeping Up with the Joneses,271306.399252089,295.0,919.6827093291153,20th Century Fox,23-10-2016
10,10,Don Giovanni - Met Opera 2016 (Opera),254469.128254014,177.0,1437.6786907006442,By Experience,23-10-2016
11,11,Deepwater Horizon,148110.0,223.0,664.170403587444,Lionsgate,23-10-2016
12,12,The Secret Life of Pets,104807.0,306.0,342.5065359477124,Universal,23-10-2016
13,13,Finding Dory,79966.5624272297,276.0,289.7339218377888,Disney,23-10-2016
14,14,The BFG,76541.0,229.0,334.2401746724891,eOne Films,23-10-2016
0,0,Black Adam,5655003.0,650.0,8700.0,Warner Bros,23-10-2022
1,1,The Banshees Of Inisherin,1643220.0,546.0,3010.0,Disney,23-10-2022
2,2,"Lyle, Lyle, Crocodile",1436154.0,707.0,2031.0,Sony Pictures,23-10-2022
3,3,Smile,996477.0,509.0,1958.0,Paramount,23-10-2022
4,4,Halloween Ends,703338.0,576.0,1221.0,Universal,23-10-2022
5,5,Decision To Leave,410107.0,114.0,3597.0,MUBI,23-10-2022
6,6,Ticket To Paradise,378204.0,481.0,786.0,Universal,23-10-2022
7,7,The Woman King,296196.0,319.0,929.0,eOne Films,23-10-2022
8,8,Don't Worry Darling,286411.0,421.0,680.0,Warner Bros,23-10-2022
9,9,Mrs. Harris Goes To Paris,210435.0,425.0,495.0,Universal,23-10-2022
10,10,The Legend Of Maula Jatt,203916.0,76.0,2683.0,Moviegoers,23-10-2022
11,11,Minions: The Rise Of Gru,96755.0,338.0,286.0,Universal,23-10-2022
12,12,Emily,82590.0,274.0,301.0,Warner Bros,23-10-2022
13,13,The Lost King,72681.0,211.0,344.0,Warner Bros,23-10-2022
14,14,Amsterdam,68498.0,199.0,344.0,Disney,23-10-2022
0,0,Quantum of Solace,2884789.0,527.0,5473.9829222011385,Sony Pictures,23-11-2008
